Төлөвлөгөөний_дугаар,Сургалтын_төлөвлөгөө,Сургалтын_төрөл,Хичээлийн_дугаар,Хичээлийн_нэр,Залгамж_хичээлийн_дугаар,Залгамж_хичээлийн_нэр
7967cc8e3ab559e68cc944c44b1cf3e8,Антропологи - 2023,Өдрийн сургалт,5735438d64589c7672b1b246cc3b2b24,"Эрх мэдэл, хүчний антропологийн судалгаа",a9ddacdd8891788c87fb2a7f31fa1ca0,"Антропологи, этнографийн судалгааны арга зүй "
70821a40b06f8751781d5a895357da67,Археологи - 2023,Өдрийн сургалт,4ea59864816087bb60d6e5680c047a5e,Археологийн судалгааны арга зүй,be9abc9bf1e0e873174ec50b60542e34,Археологийн үндэс (Ерөнхий суурь)
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,4cfe804ab5bc1f2ac54c79f28740453c,MICE аялал жуулчлал,b3f634f6e02425702178395dfe6f062a,Эвент аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,8b2239fca6fd9c03161a015801fe0b43,Адал явдлын аялал жуулчлал,1474b89337c66907c36ed7c6c82c592f,Жуулчны зорих газрын удирдлага
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,449ddfa2100f691195ad1b10e5bcd846,Аялал жуулчлалын антропологи,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,c0f9e3a82853383bf86339603c2f0996,"Аялал жуулчлалын байгууллагын стратеги, төлөвлөлт",a4bc1acae2885ea0d451432596856363,Тур операторын удирдлага
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,cc89fc920377c87391a39567f6166676,Аялал жуулчлалын бүс нутаг төлөвлөлт,d59ec4d93d959f651ed743c75192723e,Аялал жуулчлалын эрх зүй 
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,cc89fc920377c87391a39567f6166676,Аялал жуулчлалын бүс нутаг төлөвлөлт,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,9cc03ce5c1ea026ca10e9f83572a0200,Аялал жуулчлалын инноваци ба мультимедиа,a4bc1acae2885ea0d451432596856363,Тур операторын удирдлага
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,81452dc1589504edc2134b4b0c9d40fc,Аялал жуулчлалын судалгааны аргазүй ,4d612ec00583838471ceff508d9f67c7,Аялал жуулчлалын удиртгал 
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,1474b89337c66907c36ed7c6c82c592f,Жуулчны зорих газрын удирдлага,cd6274314204f0b7342f35ae9dfa0165,Дэлхийн аялал жуулчлал 
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,1474b89337c66907c36ed7c6c82c592f,Жуулчны зорих газрын удирдлага,99d3d91c1f066b1b837f95a5162d722b,Хариуцлагатай аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,38b6ab474442cca618cc9ef22dce6e02,Монголын палеонтологи,c054543302f7e03e186bb87adaecf20f,Монголын физик газарзүй
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,1eb4505084d87118b8c710ac96b97cb2,Рекрацийн газарзүй,99d3d91c1f066b1b837f95a5162d722b,Хариуцлагатай аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,8284f7dbed939c962b771ff17d41aeb7,Соёлын өвийн аялал жуулчлал,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,694eabca410cc15c81fab9dc514a629e,"Спорт, урлагийн арга хэмжээ зохион байгуулалт",b3f634f6e02425702178395dfe6f062a,Эвент аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,40d300970074f93e6a14657860750219,Төслийн менежмент,a4bc1acae2885ea0d451432596856363,Тур операторын удирдлага
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,a4bc1acae2885ea0d451432596856363,Тур операторын удирдлага,4d612ec00583838471ceff508d9f67c7,Аялал жуулчлалын удиртгал 
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,b685ed5a90e50a5da1ee68da44ab612c,Үйлдвэрлэлийн дадлага,a4bc1acae2885ea0d451432596856363,Тур операторын удирдлага
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,b685ed5a90e50a5da1ee68da44ab612c,Үйлдвэрлэлийн дадлага,f642bc91378fbcd8ef4d89d644c91fe9,Аялал рекреацийн маркетинг 
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,99d3d91c1f066b1b837f95a5162d722b,Хариуцлагатай аялал жуулчлал,4d612ec00583838471ceff508d9f67c7,Аялал жуулчлалын удиртгал 
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,2a1d34135c9e8ef1c6f8d5078c51712a,Хөтөч тайлбарлагчийн ур чадвар,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,2a1d34135c9e8ef1c6f8d5078c51712a,Хөтөч тайлбарлагчийн ур чадвар,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,2a1d34135c9e8ef1c6f8d5078c51712a,Хөтөч тайлбарлагчийн ур чадвар,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,2a1d34135c9e8ef1c6f8d5078c51712a,Хөтөч тайлбарлагчийн ур чадвар,b3f634f6e02425702178395dfe6f062a,Эвент аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,2a1d34135c9e8ef1c6f8d5078c51712a,Хөтөч тайлбарлагчийн ур чадвар,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,2a1d34135c9e8ef1c6f8d5078c51712a,Хөтөч тайлбарлагчийн ур чадвар,b3f634f6e02425702178395dfe6f062a,Эвент аялал жуулчлал
952575f59148e0a9ceb364fdba14f8c5,Аялал жуулчлал - 2019,Өдрийн сургалт,cef73ce6eae212e5db48e62f609243e9,Эко-аялал жуулчлал,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,4cfe804ab5bc1f2ac54c79f28740453c,MICE аялал жуулчлал,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,4cfe804ab5bc1f2ac54c79f28740453c,MICE аялал жуулчлал,9a9fdbd56eb7c442646ab01c6bb3a70f,Эвент аялал жуулчлал
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,c0f9e3a82853383bf86339603c2f0996,"Аялал жуулчлалын байгууллагын стратеги, төлөвлөлт",a4bc1acae2885ea0d451432596856363,Тур операторын удирдлага
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,c0f9e3a82853383bf86339603c2f0996,"Аялал жуулчлалын байгууллагын стратеги, төлөвлөлт",a7ba6dde28c61d9cec9909bde1d7dca2,Аялал жуулчлалын эдийн засаг
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,9cc03ce5c1ea026ca10e9f83572a0200,Аялал жуулчлалын инноваци ба мультимедиа,db1a80fb7e65ef1147d952687f0dd9c6,Аялал рекреацийн маркетинг 
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,a7ba6dde28c61d9cec9909bde1d7dca2,Аялал жуулчлалын эдийн засаг,4d612ec00583838471ceff508d9f67c7,Аялал жуулчлалын удиртгал 
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,db1a80fb7e65ef1147d952687f0dd9c6,Аялал рекреацийн маркетинг ,4d612ec00583838471ceff508d9f67c7,Аялал жуулчлалын удиртгал 
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,a4de67584a6420f7c296da3dee64f99b,Бакалаврын судалгааны ажил (БУС),81452dc1589504edc2134b4b0c9d40fc,Аялал жуулчлалын судалгааны аргазүй 
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,ee15cb73d3fee0a34033efd696783575,Монголын физик газарзүй,543f040479c7e7c41bbabd257c13ef2d,Дэлхий cудлалын үндэс (Ерөнхий суурь)
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,b0b14130d4056e057f7234fc60a8bd58,Монголын эдийн засгийн газарзүй ,98a361c41dd6204d4ac5952d215a4157,Нийгмийн газарзүй (Ерөнхий суурь)
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,2c43925465956d1a5b42e7b00c9db6c3,Тусгай хамгаалалттай газар нутгийн аялал жуулчлал,99d3d91c1f066b1b837f95a5162d722b,Хариуцлагатай аялал жуулчлал
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,b685ed5a90e50a5da1ee68da44ab612c,Үйлдвэрлэлийн дадлага,a4bc1acae2885ea0d451432596856363,Тур операторын удирдлага
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,b685ed5a90e50a5da1ee68da44ab612c,Үйлдвэрлэлийн дадлага,1474b89337c66907c36ed7c6c82c592f,Жуулчны зорих газрын удирдлага
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,2a1d34135c9e8ef1c6f8d5078c51712a,Хөтөч тайлбарлагчийн ур чадвар,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,bbd2f7ac63dcd6415a821f8b0168b88e,Хээрийн дадлага,99d3d91c1f066b1b837f95a5162d722b,Хариуцлагатай аялал жуулчлал
c7d0e7e2922845f3e1185d246d01365d,Аялал жуулчлал - 2023,Өдрийн сургалт,bbd2f7ac63dcd6415a821f8b0168b88e,Хээрийн дадлага,4cfbfb28ee66aceab7be17065ebdb6e5,Монголын аялал жуулчлал
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,b2759da044ea9401e7e455f149116a40,Аялал жуулчлалын маркетинг,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,d2e81bb403b665ebfb828257535ba914,Аялал жуулчлалын судалгааны арга зүй,9fab27c1af40a83674d090388e49e92e,Аялал жуулчлалын ур чадварын сургалт
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,d9d7b884b296bbafc640cd145acf5f1b,Аялал жуулчлалын технологи (мэдээллийн систем),9fab27c1af40a83674d090388e49e92e,Аялал жуулчлалын ур чадварын сургалт
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,72dee70a8d52e44dd4e2bd463b806ffe,Аялал жуулчлалын эдийн засаг,e801f99c957ec0bf9dab6f11df89778c,Аялал жуулчлалын үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,5a460d084470e30fa2ef883c10b34ad5,Бизнесийн математик,d600a2c0f0abaa265941e3c4c2510c26,Математик 1б (Ерөнхий суурь)
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,25044c8f6892d2f084f72025c377023d,"Зардал, удирдлагын нягтлан бодох бүртгэл",0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,35b729b42782ce151f53d08c954284dd,Зорих газрын болон гийчний удирдлага,e801f99c957ec0bf9dab6f11df89778c,Аялал жуулчлалын үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,e3bb9fa75d0ae7da40a40c4e3f2f3fd4,Маркетингийн удирдлага,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,a166714949c8f65eac68297e8458018e,Монголын аялал жуулчлалын нөөц судлал,e801f99c957ec0bf9dab6f11df89778c,Аялал жуулчлалын үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,a931c7bf0d7fe52b7feb7c345a22708d,Олон улсын аялал жуулчлал,b769f92a201bb18dd58e514e7c2e8f05,Тогтвортой аялал жуулчлал
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,a2fa685f91421d4b7698f2399dcb1700,Рекреацийн аялал жуулчлал,9fab27c1af40a83674d090388e49e92e,Аялал жуулчлалын ур чадварын сургалт
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,40d300970074f93e6a14657860750219,Төслийн менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,5e69a8b9cf17da37b05305ab000bc7b7,"Тур оператор, тур агентын менежмент",e801f99c957ec0bf9dab6f11df89778c,Аялал жуулчлалын үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,9328e04d817959832ffcde1199d5ad40,Үйл явдлын аялал жуулчлал,b769f92a201bb18dd58e514e7c2e8f05,Тогтвортой аялал жуулчлал
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,72dee70a8d52e44dd4e2bd463b806ffe,Аялал жуулчлалын эдийн засаг
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,a166714949c8f65eac68297e8458018e,Монголын аялал жуулчлалын нөөц судлал
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,35b729b42782ce151f53d08c954284dd,Зорих газрын болон гийчний удирдлага
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,5e69a8b9cf17da37b05305ab000bc7b7,"Тур оператор, тур агентын менежмент"
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,ba96dac54c2c763e2bd077c7753ce6c1,Үйлчилгээний менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,3680e8e70b3306a6a18479170f61c48f,"Хот, хот орчмын аялал жуулчлал",9fab27c1af40a83674d090388e49e92e,Аялал жуулчлалын ур чадварын сургалт
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,09c1279b01289fa282367675519325a1,Хэрэглэгчийн зан төлөв,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
c8862fc1a32725712838863fb1a260b9,Аялал жуулчлалын менежмент - 2014,Өдрийн сургалт,0e6ecbd8766b1296dffb848e42581f6f,Эрсдэлийн удирдлага,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,acc85fcea72cd0e4032763ed0c565dbc,"Биологийн хичээлийн хөтөлбөр, арга зүй (VII-IX анги)",2ab7d3b23574c3dea2bd278afd0939ab,"Биологийн хичээлийн хөтөлбөр, арга зүй (X-XII анги)"
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,7059b7dea43da04fd342088d7c1698f0,Биофизик,d6cc54c4be2b2fba33e2d212ce90c2fd,Ерөнхий физик (БУС-ын мэргэжлийн суурь)
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,a536fb5480db8bdbb84daffe345c675b,Генетик,817fa9146e77f93396b5b4a108f58cfa,Амьтны биологи
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,a536fb5480db8bdbb84daffe345c675b,Генетик,652a805887302f460fa9d0f968fdee9d,Ургамлын биологи
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,96e07156db854ca7b00b5df21716b0c6,Хөгжлийн биологи,817fa9146e77f93396b5b4a108f58cfa,Амьтны биологи
7e0a0209b929d097bd3e8ef30567a5c1,"Багш, байгалийн ухааны боловсрол (Биологи) - 2014",Өдрийн сургалт,ebb9a55061af33b68d38f7ce72e4460f,Эволюцийн биологи,817fa9146e77f93396b5b4a108f58cfa,Амьтны биологи
12a1d073d5ed3fa12169c67c4e2ce415,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2014",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
12a1d073d5ed3fa12169c67c4e2ce415,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2014",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
12a1d073d5ed3fa12169c67c4e2ce415,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2014",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
12a1d073d5ed3fa12169c67c4e2ce415,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2014",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,638c1a4f003b46aad4aa5cf3f424d215,Газарзүйн дидактикийн судалгааны арга зүй,41890b3543c53ed353b9febcf47a2cc0,"Газарзүйн сургалтын онол, арга зүй"
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,b10f57569fe466913232452fac15d629,Газарзүйн хичээлийн үнэлгээний арга зүй,41890b3543c53ed353b9febcf47a2cc0,"Газарзүйн сургалтын онол, арга зүй"
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,41890b3543c53ed353b9febcf47a2cc0,"Газарзүйн сургалтын онол, арга зүй"
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,4231962b766e3f90f64fa07e4fc2d5cf,Сурган хүмүүжүүлэх дадлага I,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,fd37c8fab2b7e539b0131c6572ee7d1c,Сурган хүмүүжүүлэх дадлага II,79d90e2116872db4796d81cf0438e3cf,"Газарзүйн хичээлийн хөтөлбөр, арга зүй (X-XII анги)"
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага,bc8dc32af9d23d28836e5de55882f1e6,Сурган хүмүүжүүлэх сэтгэл судлал
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,c50d28e81a9e22a95e30a0d1164902c2,Сурган хүмүүжүүлэх танилцах дадлага,41890b3543c53ed353b9febcf47a2cc0,"Газарзүйн сургалтын онол, арга зүй"
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,8ddc98fe6483c3ecddcb687eb2d30d37,Хээрийн дадлага (Геоморфологийн),28614d9bc22c8a1ec4b6fafd953ef378,Ерөнхий геологи (БУС-ын мэргэжлийн суурь)
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,8ddc98fe6483c3ecddcb687eb2d30d37,Хээрийн дадлага (Геоморфологийн),06f867ad5a8dd38502b33ec03d5abc47,Геоморфологи
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,8ddc98fe6483c3ecddcb687eb2d30d37,Хээрийн дадлага (Геоморфологийн),543f040479c7e7c41bbabd257c13ef2d,Дэлхий cудлалын үндэс (Ерөнхий суурь)
33805671920f0d02e6d18f630985aace,"Багш, байгалийн ухааны боловсрол (Газарзүй) - 2020",Өдрийн сургалт,b62510e29bba2eb5af6ba88c3dce08e0,"Цаг уур, уур амьсгалын үндэс",543f040479c7e7c41bbabd257c13ef2d,Дэлхий cудлалын үндэс (Ерөнхий суурь)
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,30f2c18dfe54669b6fdf83f12e53e24e,"Атом, цөмийн физик",b9d6b4f13602d540206ea2911ad2245d,Дулааны физик
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,30f2c18dfe54669b6fdf83f12e53e24e,"Атом, цөмийн физик",55ae2484d29529c6925ac39b67603516,Оптик
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,546b5e6a6dfe42925b8a87ebcac1a9cb,Сурган хүмүүжүүлэх зүй
ec8b57b0be908301f5748fb04b0714c7,"Багш, байгалийн ухааны боловсрол (Физик) - 2014",Өдрийн сургалт,c131278e28b4703f6466a4bdf0fa863e,Сургалтын технологи,4badf6fce1fb568ba4d71e1645e5da27,Ерөнхий сэтгэл судлал
