Төлөвлөгөөний_дугаар,Сургалтын_төлөвлөгөө,Сургалтын_төрөл,Хичээлийн_дугаар,Хичээлийн_нэр,Залгамж_хичээлийн_дугаар,Залгамж_хичээлийн_нэр
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,0cf4d4691fe56e8bcdfc386df95c78d8,Инженерийн цахилгаан соронзон,5fd515799993f7602d29e8a40e09d34e,Инженерийн математик
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,0cf4d4691fe56e8bcdfc386df95c78d8,Инженерийн цахилгаан соронзон,85bea3bb05e27edacbfd0a70ef277160,Инженерийн физик
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,03e966c680210c8cd0a4582f9c4c34ec,Үйлдвэрлэлийн дадлага,4c46b0878a4fe4b1d8bf20fbc24343e7,Хээрийн дадлага
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,03e966c680210c8cd0a4582f9c4c34ec,Үйлдвэрлэлийн дадлага,e8a6f9224cc383ba6023c1a20c3fa846,Хүрээлэн буй орчны мониторинг
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,90f5c2fca26cdc32f97373bba4c0c337,"Ургамалжилт, амьдрах орчны нөхөн сэргээлт",b4cea765d2297b73222e8b57beae5a18,Байгаль орчны нөхөн сэргээлт
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,bcbbe077e03672f38b53fc30865f577a,"Хаягдал ус, ундны усны технологи, менежмент",58473c0cf0d3a91a67640caff09c74f3,Хүрээлэн буй орчны микробиологи
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,7b488ec59260645b79fdee06a2f28948,"Хог хаягдлын хяналт, менежмент",e8a6f9224cc383ba6023c1a20c3fa846,Хүрээлэн буй орчны мониторинг
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,90e4db0760fd77aa660c00369aef0ff6,Хөрс судлал,7f0c1838d4c84c1f022d0776ce925ace,Хүрээлэн буй орчин судлал
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,54f46e81b66496c9909bcdc2f7987f41,Хүрээлэн байгаа орчны токсикологи,8993c6e2d67634d2e190e80b3cc600f2,Хүрээлэн буй орчны хими I
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,021de1d3005e39b3eab3f7591231696b,Хүрээлэн буй орчны загварчлал,e8a6f9224cc383ba6023c1a20c3fa846,Хүрээлэн буй орчны мониторинг
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,021de1d3005e39b3eab3f7591231696b,Хүрээлэн буй орчны загварчлал,a438a122ad7b41a2d652eccda5a6711b,Хүрээлэн буй орчны инженерчлэл 2
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,9aea3c940f8665926c97b3d3c64ace44,Хүрээлэн буй орчны инженерчлэл 1,41b7a4257befb2e8999eb01cb3b376b0,Байгаль орчны хамгаалал
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,a438a122ad7b41a2d652eccda5a6711b,Хүрээлэн буй орчны инженерчлэл 2,9aea3c940f8665926c97b3d3c64ace44,Хүрээлэн буй орчны инженерчлэл 1
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,a438a122ad7b41a2d652eccda5a6711b,Хүрээлэн буй орчны инженерчлэл 2,8993c6e2d67634d2e190e80b3cc600f2,Хүрээлэн буй орчны хими I
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,e8a6f9224cc383ba6023c1a20c3fa846,Хүрээлэн буй орчны мониторинг,7f0c1838d4c84c1f022d0776ce925ace,Хүрээлэн буй орчин судлал
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,da960bb5bdcdc36aa9f836df530a9e3c,Хүрээлэн буй орчны судалгаанд зайнаас тандан судалгаа ба газарзүйн мэдээллийн хэрэглээ,e8a6f9224cc383ba6023c1a20c3fa846,Хүрээлэн буй орчны мониторинг
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,9256f177e09e1f3f6f860a86373b3aad,Хэрэглээний математик,d600a2c0f0abaa265941e3c4c2510c26,Математик 1б (Ерөнхий суурь)
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,9256f177e09e1f3f6f860a86373b3aad,Хэрэглээний математик,f7d231711d490bcbf845df42c7eb6096,Математик 1в (Ерөнхий суурь)
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,4c46b0878a4fe4b1d8bf20fbc24343e7,Хээрийн дадлага,7f0c1838d4c84c1f022d0776ce925ace,Хүрээлэн буй орчин судлал
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,0b7ff420be23b7bd97f7a687e6b8246b,Цахилгаан хэлхээ,5fd515799993f7602d29e8a40e09d34e,Инженерийн математик
0fc170ecbb8ff1afb2c6de48ea5343e7,Байгаль орчныг хамгаалах технологи - 2014,Өдрийн сургалт,0b7ff420be23b7bd97f7a687e6b8246b,Цахилгаан хэлхээ,85bea3bb05e27edacbfd0a70ef277160,Инженерийн физик
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,c91c68898d52729db7e6168dcd9b2845,Банкны менежмент (ахисан),80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,9ca688b61d4c5f20cab24ef1287e2bad,"Банкны нягтлан бодох бүртгэл, хяналт",d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,5a460d084470e30fa2ef883c10b34ad5,Бизнесийн математик,d600a2c0f0abaa265941e3c4c2510c26,Математик 1б (Ерөнхий суурь)
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,0a2a51dac6138826127f093500461d91,Даатгалын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,25044c8f6892d2f084f72025c377023d,"Зардал, удирдлагын нягтлан бодох бүртгэл",0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,3139f8dbb4af553ab05bb8d63f0db947,Зээлийн шинжилгээ,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,22b13941c56521821183db80d815f772,Компанийн засаглал,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,e3bb9fa75d0ae7da40a40c4e3f2f3fd4,Маркетингийн удирдлага,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,a0164cbfe882aa11e433a6b503cb62db,Нийгмийн даатгал,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,69812e3f04486f27c1b6f6d2820e5c90,Нэгдсэн шалгалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,4cd693494a8c867c551e0688ec78bde1,Олон улсын санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,0f3b266202a9e5e84c6b1229e21e1fa9,"Санхүү, татварын эрх зүй",d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,51aba2c838a770fb802a949345d8b0c5,Санхүүгийн математик,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,1fd3b109321e7d1a99dd4cb213d3abb8,Санхүүгийн мэдээллийн систем,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,755170968d148dd7c11805a698e545aa,Санхүүгийн нягтлан бодох бүртгэл I,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,3f90bf0094b4d5585ba7bf466e6b90fd,Санхүүгийн хяналт шалгалт,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,33c1551e32887aef85c6007466e667a0,Санхүүгийн эконометрикс,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,f9ea301093a1aa4b23743e432cb0e33b,Санхүүчийн мэргэжлийн ёс зүй,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,c6fcb15b98ed1bc6cd263ee195130de7,Татварын нягтлан бодох бүртгэл,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,40d300970074f93e6a14657860750219,Төслийн менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,c91c68898d52729db7e6168dcd9b2845,Банкны менежмент (ахисан)
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,3139f8dbb4af553ab05bb8d63f0db947,Зээлийн шинжилгээ
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,9ca688b61d4c5f20cab24ef1287e2bad,"Банкны нягтлан бодох бүртгэл, хяналт"
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,ba96dac54c2c763e2bd077c7753ce6c1,Үйлчилгээний менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,e633e2ac7a14a4d56384f38df943792b,Хөрөнгийн үнэлгээний үндэс,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,09c1279b01289fa282367675519325a1,Хэрэглэгчийн зан төлөв,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
dab49080d80c724aad5ebf158d63df41,Банк - 2017,Өдрийн сургалт,0e6ecbd8766b1296dffb848e42581f6f,Эрсдэлийн удирдлага,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,e11c667b4ee37a4d0ff7a34695f07405,Арилжааны даатгал,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,c91c68898d52729db7e6168dcd9b2845,Банкны менежмент (ахисан),80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,9ca688b61d4c5f20cab24ef1287e2bad,"Банкны нягтлан бодох бүртгэл, хяналт",d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,0a2a51dac6138826127f093500461d91,Даатгалын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,25044c8f6892d2f084f72025c377023d,"Зардал, удирдлагын нягтлан бодох бүртгэл",0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,3139f8dbb4af553ab05bb8d63f0db947,Зээлийн шинжилгээ,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,22b13941c56521821183db80d815f772,Компанийн засаглал,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,e3bb9fa75d0ae7da40a40c4e3f2f3fd4,Маркетингийн удирдлага,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,a0164cbfe882aa11e433a6b503cb62db,Нийгмийн даатгал,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,57b9c682ed39822cdebb3c80d823794b,Олон улсын банкны үйл ажиллагаа,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,4cd693494a8c867c551e0688ec78bde1,Олон улсын санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,0f3b266202a9e5e84c6b1229e21e1fa9,"Санхүү, татварын эрх зүй",d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,51aba2c838a770fb802a949345d8b0c5,Санхүүгийн математик,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,1fd3b109321e7d1a99dd4cb213d3abb8,Санхүүгийн мэдээллийн систем,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,755170968d148dd7c11805a698e545aa,Санхүүгийн нягтлан бодох бүртгэл I,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,3f90bf0094b4d5585ba7bf466e6b90fd,Санхүүгийн хяналт шалгалт,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,33c1551e32887aef85c6007466e667a0,Санхүүгийн эконометрикс,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,09c78e5e092faab26c371b2c3f13f514,"Татварын онол, бодлого",d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,807f390d98ca80c5d0d8f508f26b8656,Төрийн санхүү,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,40d300970074f93e6a14657860750219,Төслийн менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,3139f8dbb4af553ab05bb8d63f0db947,Зээлийн шинжилгээ
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,9ca688b61d4c5f20cab24ef1287e2bad,"Банкны нягтлан бодох бүртгэл, хяналт"
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,c91c68898d52729db7e6168dcd9b2845,Банкны менежмент (ахисан)
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,ba96dac54c2c763e2bd077c7753ce6c1,Үйлчилгээний менежмент,e3aba3971c560bcd3591124675a8fb57,Менежментийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,8e03ddb0982e1deb2023db3758f12ef5,Хөрөнгө оруулалтын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,e633e2ac7a14a4d56384f38df943792b,Хөрөнгийн үнэлгээний үндэс,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,09c1279b01289fa282367675519325a1,Хэрэглэгчийн зан төлөв,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
0dbb3fb9a5cd1d5f8a9075b5bb8070aa,Банк - 2018,Өдрийн сургалт,0e6ecbd8766b1296dffb848e42581f6f,Эрсдэлийн удирдлага,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dae3312c4c6c7000a37ecfb7b0aeb0e4,Банк - 2023,Өдрийн сургалт,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
dae3312c4c6c7000a37ecfb7b0aeb0e4,Банк - 2023,Өдрийн сургалт,c91c68898d52729db7e6168dcd9b2845,Банкны менежмент (ахисан),80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,c91c68898d52729db7e6168dcd9b2845,Банкны менежмент (ахисан),80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,e3efff5eac2e06e30b5d2073b765876b,Бизнесийн статистик,9b1e7e19e15ccae270301f3b48cef0f4,Нэг хувьсагчийн функцийн онол 1б (Ерөнхий суурь)
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,3139f8dbb4af553ab05bb8d63f0db947,Зээлийн шинжилгээ,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
dae3312c4c6c7000a37ecfb7b0aeb0e4,Банк - 2023,Өдрийн сургалт,3139f8dbb4af553ab05bb8d63f0db947,Зээлийн шинжилгээ,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
dae3312c4c6c7000a37ecfb7b0aeb0e4,Банк - 2023,Өдрийн сургалт,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого,c7f06a3e0ab3785cab98e8d0180d9784,Макроэкономиксийн үндэс (Ерөнхий суурь)
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого,c7f06a3e0ab3785cab98e8d0180d9784,Макроэкономиксийн үндэс (Ерөнхий суурь)
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,57b9c682ed39822cdebb3c80d823794b,Олон улсын банкны үйл ажиллагаа,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,33c1551e32887aef85c6007466e667a0,Санхүүгийн эконометрикс,e3efff5eac2e06e30b5d2073b765876b,Бизнесийн статистик
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,3139f8dbb4af553ab05bb8d63f0db947,Зээлийн шинжилгээ
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,a21482d73b88d044ac722365b70cefc2,Мөнгөний бодлого
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,9ca688b61d4c5f20cab24ef1287e2bad,"Банкны нягтлан бодох бүртгэл, хяналт"
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,c91c68898d52729db7e6168dcd9b2845,Банкны менежмент (ахисан)
82debd8a12b498e765a11a8e51159440,Банк - 2023,Өдрийн сургалт,2fe37bd25993870f5a38563dd25b1d05,Үйлдвэрлэлийн дадлага,57b9c682ed39822cdebb3c80d823794b,Олон улсын банкны үйл ажиллагаа
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,80d4c0e3d8705d1ae4cfd19dd89fa34a,Банкны менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,0a2a51dac6138826127f093500461d91,Даатгалын менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,25044c8f6892d2f084f72025c377023d,"Зардал, удирдлагын нягтлан бодох бүртгэл",0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,25044c8f6892d2f084f72025c377023d,"Зардал, удирдлагын нягтлан бодох бүртгэл",0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,4f513f68a7732df8db6b106ba6565073,Маркетингийн судалгаа,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,e3bb9fa75d0ae7da40a40c4e3f2f3fd4,Маркетингийн удирдлага,7dd6af0d70340195c48c002ebe5e4aac,Маркетингийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,bea3c20edb84a0dd83a99a9a7274bc67,Санхүү эдийн засгийн шинжилгээ,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,d1d0ce9cb7dc63978000e8d3b82c3f74,Санхүүгийн менежмент,d0ec7deb55fed8949efb61cf1fa39004,Санхүүгийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,755170968d148dd7c11805a698e545aa,Санхүүгийн нягтлан бодох бүртгэл I,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,755170968d148dd7c11805a698e545aa,Санхүүгийн нягтлан бодох бүртгэл I,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
72b386224056bf940cd5b01341f65e9d,Бизнесийн удирдлага - 2015,Бэлтгэл,b96f540007bf630f2e84ef707fdc3dfa,Санхүүгийн тайлангийн аудит,0806a60e2e5466094ab2652bef28a251,Нягтлан бодох бүртгэлийн үндэс
