Сургалтын_төлөвлөгөөний_дугаар,Хөтөлбөрийн_дугаар,Сургалтын_төлөвлөгөө,Хөтөлбөрийн_нэр,Хөтөлбөр_Батлагдсан_он
63a8f9e307f0bf4473c24dd4db17cebd,76184c056e386d1b3536f5337fe5fcd1,2021,Нийгмийн ажил ,2023
170f6aa36530c364b77ddf83a84e7351,384b7599cc3787e48199bf8b054d99e6,2014,Утга зохиол судлал,2023
78b91366b15c399bd05530e96d28a530,a1d72783cb60f74c47f32605d96f3109,2014,Нийгмийн ажил ,2023
f3f1fa1e4348bfbebdeee8c80a04c3b9,c14d94a5a4086ae5ca87926e0d885cc6,2014,Гадаад хэлний боловсрол,2023
0c4b1eeb45c90b52bfb9d07943d855ab,c14d94a5a4086ae5ca87926e0d885cc6,2021,Гадаад хэлний боловсрол,2023
e68879a4839773d105f0689875dace83,63b9efd50a71546877edeb3b7fbdb290,2014,Гадаад хэлний боловсрол,2023
98fb202278940504d75b5a97b1476be4,540fd17b31dae965200d2701136a05fd,2014,Сэтгэл судлал ,2023
c34a7191f6e9948068b83e7179ea3da8,540fd17b31dae965200d2701136a05fd,2021,Сэтгэл судлал ,2023
6b493230205f780e1bc26945df7481e5,a3e8f1a6d5fef3a23862b7ddb88c7c86,2014,Сэтгэл судлал ,2023
9cea10c7ff109c6e61727a0d45492ead,a3e8f1a6d5fef3a23862b7ddb88c7c86,2021,Сэтгэл судлал ,2023
386854131f58a556343e056f03626e00,ac7ba99048b1a3289bf0cc1d5e67bf29,2014,Орон судлал,2023
4502591a3be059858cf9e9d763134ee3,a75a49483290b914574bb33d77252b45,2014,Орон судлал,2023
1a4ab15f37a1d2341d947a9996ddfbf7,85bd134912846fa730a7c4f84e3b465f,2014,Боловсрол судлал ,2023
203cb085a5c2c3faf8e4f60131817256,f0d610931ccd81cd663745cef06c6033,2014,Боловсрол судлал ,2023
87784eca6b0dea1dff92478fb786b401,f0d610931ccd81cd663745cef06c6033,2021,Боловсрол судлал ,2023
54e8912427a8d007ece906c577fdca60,4d9b9a737dde9044984ed2f2d7f025de,2014,Орон судлал,2023
5c6287be4de9ff5afeaec72d54436fcf,cd0dc236154e296e539db39abe00ac6c,2014,Улс төр судлал,2023
045752bc5c7f705cea3cc14c036c261c,cd0dc236154e296e539db39abe00ac6c,2021,Улс төр судлал,2023
2548a4ac7ad6eddd035bced24ec6d964,1ae98e23bc0ff0b22a5b7a2578299364,2014,Улс төр судлал,2023
f1ee083baf7bb88affb4bbe77dd229f0,1ae98e23bc0ff0b22a5b7a2578299364,2021,Улс төр судлал,2023
d0f5722f11a0cc839fa2ca6ea49d8585,30a735b20af61c5e9e60698001f54614,2014,Улс төр судлал,2023
5ba47c07b9b6a8f2718d94fa3f48fe9f,30a735b20af61c5e9e60698001f54614,2021,Улс төр судлал,2023
f84d465177e84bb4e756a8319443cdcb,2ec408e5d60f38302099c275c0d91507,2022,Улс төрийн мэдээлэл харилцаа,2023
c460dc0f18fc309ac07306a4a55d2fd6,bd53479b7e9c9e99c43446d17660c2b3,2020,Ажил мэргэжил судлал,2023
da94be6d2b80d736e2d13d1e3c47d035,1143b0bd593568a565ec635f29c25e0d,2017,Ажил мэргэжил судлал,2023
139c3c1b7ca46a9d4fd6d163d98af635,bad15b598e5389df7a18a2a5a22592aa,2014,Гадаад хэлний орчуулга,2023
d3c95acb3f4a091abb1fdc056dc68c1c,11b416e710aa341663d119112eceb407,2014,Гадаад хэлний орчуулга,2023
b1bc40d056bad6ec6949d9bb6fee5e84,11b416e710aa341663d119112eceb407,2021,Гадаад хэлний орчуулга,2023
6074c6aa3488f3c2dddff2a7ca821aab,9ea5ebab38dd71db7aff3444c983f84e,2014,Гадаад хэл шинжлэл,2023
b3af1c7992383988a4bd73c7e9f14759,999a74320d0520bcd78cc91f4d080781,2014,Гадаад хэл шинжлэл,2023
d5a28f81834b6df2b6db6d3e5e2635c7,5060d11b42f8cd0f3134b459f240cf3d,2014,Гадаад хэл шинжлэл,2023
33bdf955c5d92555d8977eff1c5815c5,8a7ebb8f991398f2b0bff090652e96aa,2014,Биологи,2023
de6b1cf3fb0a3aa1244d30f7b8c29c41,385fbc6050ec991bfb78f491e04253dc,2020,Газарзүй,2023
5de8a36008b04a6167761fa19b61aa6c,674e5e29a51d7238f089c4d2115b3e7f,2014,Геологи,2023
73f715c6cc2b110fc67503ba813f7f0e,ca6872dbe1c36d07b5ac438071f278b8,2014,Биохими,2023
4efb80f630ccecb2d3b9b2087b0f9c89,9399f4aab4f3fe5c55192b79a9f5deb7,2014,Экологи,2023
f05f78cbeb9621b3e8c54bdf592be604,8f2a8775a87d23c3169137718f450e72,2014,Геофизик,2023
8965f76632d7672e7d3cf29c87ecaa0c,de59c9a85be10c8edd8ccf2584c9ec0e,2014,Геологи (Геологи эрэл хайгуул),2023
5cb22b6ada9b860235e5e20975f23de3,2d74ec426916731b35d90b052dd270db,2014,Геофизик,2023
e84401ad27c4cfb9815776eb9432ff17,e32b1df9c2fbc43973d34f77bc7856eb,2014,Геофизик,2023
30ba105754346aaf47509089d2287f2a,869c437876bb75d10fca0dbb2c8068ef,2014,Геологи (Шатах ашигт малтмалын геологи),2023
80f24ef493982c552b6943f1411f7e2c,1732746a35981e03b8669dfb0dba6fcd,2014,Геологи (Шатах ашигт малтмалын геологи),2023
daea32adcae6abcb548134fa98f139f9,3a353f731be565e91e66460d6a74e1f3,2014,Геологи (Геологи эрэл хайгуул),2023
d0cbf1a1aa1726784df15a81ead214f7,a51093519b59e2000a52e575d7e8fbc9,2021,Ашигт малтмалын эрэл хайгуул,2023
ac53fab47b547a0d47b77e424cf119ba,6d53192a84a68b2c22515bb0feae4720,2021,Ашигт малтмалын эрэл хайгуул,2023
d25a34b9c2a87db380ecd7f7115882ec,2c0d74f58dac3cdc6cc17e8a9c27290c,2014,Геологи (Геологи эрдэс баялгийн удирдлага),2023
36f4d832825380f102846560a5104c90,9f00a1dd0900de8fa9516bc5f5427e3a,2014,Геологи (Геологи эрдэс баялгийн удирдлага),2023
0f9a0878fcaf0dde29b4e487aa8bbb44,ebb773b8013ac7e6a52a6a9d7ee2d2d3,2021,Эдийн засаг /мэргэжлийн/,2023
674f3c2c1a8a6f90461e8a66fb5550ba,ebb773b8013ac7e6a52a6a9d7ee2d2d3,2023,Эдийн засаг /мэргэжлийн/,2023
b448d8292fd27ae25bbc2e09ad43ff88,03f4721929f63161dbd2c84116d4f303,2023,Жендер судлал,2023
e68a83370faacfab07ae1f8aaf5352bb,0dc65e8758cc7701c3e6e0b020ba7e42,2023,Жендер судлал,2023
f5b1b89d98b7286673128a5fb112cb9a,4d0d727164340657ea3e1ba814767ff0,2014,Хүрээлэн буй орчин судлал,2015
980b2e71a187f092466c13bf42cd6413,4d0d727164340657ea3e1ba814767ff0,2023,Хүрээлэн буй орчин судлал,2015
4e2a6330465c8ffcaa696a5a16639176,c8d1db162dc9048722018fed3289c61d,2014,Хэрэглээний математик,2015
82f292a22966b857d968fb578ccbead9,c8d1db162dc9048722018fed3289c61d,2023,Хэрэглээний математик,2015
ba500f04049a8eece1e23e36ea7bbab0,c8d1db162dc9048722018fed3289c61d,2023,Хэрэглээний математик,2015
663772ea088360f95bac3dc7ffb841be,02e3be38372039a02152ec1481b6b950,2014,Статистик,2015
10cd8cca7d33d4526cf4c264654762c6,02e3be38372039a02152ec1481b6b950,2023,Статистик,2015
63c3ddcc7b23daa1e42dc41f9a44a873,02e3be38372039a02152ec1481b6b950,2023,Статистик,2015
564645fbd0332f066cbd9d083ddd077c,74ed6db98115df20ccfe7f66859afd46,2014,Мэдээллийн систем,2015
e8855b3528cb03d1def9803220bd3cb9,74ed6db98115df20ccfe7f66859afd46,2023,Мэдээллийн систем,2015
c0f971d8cd24364f2029fcb9ac7b71f5,3bcd5a4863dce4ef707d85e910ce6fb1,2014,Мэдээллийн технологи,2015
205e73579f21c2ed134dbd6ce7e4a1ea,3bcd5a4863dce4ef707d85e910ce6fb1,2023,Мэдээллийн технологи,2015
39d352b0395ba768e18f042c6e2a8621,d059d370cee7d9efb6bd21a42d9fa738,2014,Химийн инженерчлэл,2015
5e69fda38cda2060819766569fd93aa5,d059d370cee7d9efb6bd21a42d9fa738,2023,Химийн инженерчлэл,2015
ce11641e056f7b59aef8e9a42eaeb65b,d059d370cee7d9efb6bd21a42d9fa738,2023,Химийн инженерчлэл,2015
227f6afd3b7f89b96c4bb91f95d50f6d,052f5ea2564921696f2f1a2ee3ec3040,2014,Сэргээгдэх эрчим хүч,2015
73634c1dcbe056c1f7dcf5969da406c8,052f5ea2564921696f2f1a2ee3ec3040,2021,Сэргээгдэх эрчим хүч,2015
5b658d2a925565f0755e035597f8d22f,052f5ea2564921696f2f1a2ee3ec3040,2023,Сэргээгдэх эрчим хүч,2015
765d5fb115a9f6a3e0b23b80a5b2e4c4,5d454c8c6f241fe316441ca3e0c0e26f,2014,"Нано шинжлэх ухаан, инженерчлэл",2015
f58c9875ac84dfe1fbe91b918773d050,5d454c8c6f241fe316441ca3e0c0e26f,2020,"Нано шинжлэх ухаан, инженерчлэл",2015
ed383ec94720d62a939bfb6bdd98f50c,5d454c8c6f241fe316441ca3e0c0e26f,2023,"Нано шинжлэх ухаан, инженерчлэл",2015
18903e4430783a191b0cfab439daaef8,5d454c8c6f241fe316441ca3e0c0e26f,2023,"Нано шинжлэх ухаан, инженерчлэл",2015
b5b03f06271f8917685d14cea7c6c50a,a94bab4d800388b8fed0bc605df5f372,2015,Байгаль орчныг хамгаалах технологи,2015
dd03de08bfdff4d8ab01117276564cc7,a94bab4d800388b8fed0bc605df5f372,2021,Байгаль орчныг хамгаалах технологи,2015
7221e5c8ec6b08ef6d3f9ff3ce6eb1d1,44077d189ec475a798b43e25a3ce8914,2016,ХШУИС-ийн иргэнд зориулсан сургалт,2016
f6d9e459b9fbf6dd26c4f7d621adec1d,4ed4d9ed6ed0723bf4afad59a5d777a2,2014,Ойн аж ахуй,2015
91e82999cf7e45da1070ebd673690716,4ed4d9ed6ed0723bf4afad59a5d777a2,2023,Ойн аж ахуй,2015
cb3ce9b06932da6faaa7fc70d5b5d2f4,8260a9fe68a25ee1cbb2644fea2aff4d,2019,Хүрээлэн буй орчин судлал (Эрдэнэт сургууль болон ХШУИС-ийн дотоодын хамтарсан хөтөлбөр),2017
4454c95ca2b2b298057cbcb3bdcbb566,6d48b928e03b08ed62e3951a73e3975e,2019,Ойн аж ахуй (Эрдэнэт сургууль болон ХШУИС-ийн дотоодын хамтарсан хөтөлбөр),2017
5dedb42b34e50082065a783265ce28a8,eb688d85d941092f6d4e580853ffcaaf,2022,Мультимедиа технологи,2021
59ab3ba90ae4b4ab84fe69de7b8e3f5f,eb688d85d941092f6d4e580853ffcaaf,2023,Мультимедиа технологи,2021
0c4a4df48a930b56e7d71ec5a34b8257,476ec634b763eb6f2a947b58c6fa102c,2022,Химийн боловсруулалтын технологи,2021
770f8e448d07586afbf77bb59f698587,476ec634b763eb6f2a947b58c6fa102c,2023,Химийн боловсруулалтын технологи,2021
af87f7cdcda223c41c3f3ef05a3aaeea,476ec634b763eb6f2a947b58c6fa102c,2023,Химийн боловсруулалтын технологи,2021
810bf83c7adfd8a04ac1f11508bab9e0,ad781a274da7f649db6d4c4f265e6727,2022,Химийн боловсруулалтын технологи,2021
7c022d9c6dd601e087e186ee6dfe1fc7,284f7cac79caa88f7cd8fc8a4c2cd6f7,2022,Химийн боловсруулалтын технологи,2021
b91f4f4d36fa98a94ac5584af95594a0,6643a5e52895c304006db70ea252fba3,2017,Цөмийн инженерчлэл,2023
c6943e764b46c1c95fa6dd19904a055d,bad0f77e5a828bc4358bca3600c9337e,2023,Компьютерын ухаан,2023
04da4aea8e38ac933ab23cb2389dddef,b4d29bc0f8f7c692274f6ce36179768d,2023,Программ хангамж,2023
cc638784cf213986ec75983a4aa08cdb,8a6abd1c373c0e10221c0e0f31f8f068,2023,"Материал судлал, инженерчлэл",2023
99607461cdb9c26e2bd5f31b12dcf27a,8a6abd1c373c0e10221c0e0f31f8f068,2023,"Материал судлал, инженерчлэл",2023
6332a8f62e3a9d5831724f2ffe55cae0,8422d13ff3a4eb22e0c7a6456e70eda4,2023,Био-инженерчлэл,2023
f7dd39d47c6f28f7877155ccffad0192,8422d13ff3a4eb22e0c7a6456e70eda4,2023,Био-инженерчлэл,2023
f127a3f714240273e254d740ed23f001,8956c072519e2a79ef0699470dc0286d,2023,Цөмийн инженерчлэл,2023
36165c62f7b7df72863d470d73302627,8956c072519e2a79ef0699470dc0286d,2023,Цөмийн инженерчлэл,2023
08aac6ac98e59e523995c161e57875f5,6faf3e28e69e7e7a85ce11d08da5d4f1,2023,Хүрээлэн буй орчны инженерчлэл,2023
4cef5b5e6ff1b3445db4c013f1d452e0,b1ec8d844239681f54ceda0da0330956,2023,Цаг уур судлал,2023
59b85c256f758c22eae6fa45913205db,aa84ec2a1bd565e021b33199eb7bce77,2023,Ус судлал,2023
02a3c7fb3f489288ae6942498498db20,bff4d7ef5c1dbba31096a2b31ab38103,2023,Компьютерын сүлжээ,2023
1dc3a89d0d440ba31729b0ba74b93a33,0fba5e894dbc0361fe7caef066387a3e,2023,Электроникийн инженерчлэл,2023
c4bbac870026694953a91cbd99149a13,03a52b584be44bbd9286de8a0d224b5e,2023,Холбооны технологи,2023
0a3b6f64f0523984e51323fe53b8c504,e39de0bc5261080b973f07ab4d1576e2,2015,"Өгөгдлийн сангийн загварчлал, удирдлага",2023
bee3d07327a21d8e7f02e10ba4b35c15,e39de0bc5261080b973f07ab4d1576e2,2022,"Өгөгдлийн сангийн загварчлал, удирдлага",2023
d96eed18098da6ab5c15dd856998e4bd,3e7e721d045cda2300825e1cf298c989,2016,Компьютерын ухаан,2023
a0dc078ca0d99b5ebb465a9f1cad54ba,30d9e17a724f6eb6e4038700a65dfe13,2015,Компьютер-хэл шинжлэл,2023
415185ea244ea2b2bedeb0449b926802,bd825a4165199a6e66c4d2d7d7e3e43f,2015,Мэдээллийн систем,2023
8db1d4a631a6e9a24e2c0e842e1f1772,bd825a4165199a6e66c4d2d7d7e3e43f,2021,Мэдээллийн систем,2023
587b7b833034299fdd5f4b10e7dc9fca,77d421ac94dc3788d884b0201c10ac86,2015,Мэдээллийн технологи,2023
6f6d7ea73f8b34354a3ecc69f872abfd,77d421ac94dc3788d884b0201c10ac86,2021,Мэдээллийн технологи,2023
bdc363788b2b48c031bf406cf15aa252,f8679e4818c5e691e9aa3956d655cf5b,2015,Программ хангамж,2023
84f2798f05d595273de40e3046329309,f8679e4818c5e691e9aa3956d655cf5b,2021,Программ хангамж,2023
3d3d286a8d153a4a58156d0e02d8570c,ab769e0a8d8a25d7fe1be8e3996cccaa,2015,Био-инженерчлэл,2023
623a1f8e55863044aa680a8fa581c36a,67e15a6b01f67378de517af341779add,2015,"Нано шинжлэх ухаан, инженерчлэл",2023
dd32544610bf007f0def4abc9b7ff9ef,1a96f20d3e4018a7b2cf426270389fa7,2015,Химийн инженерчлэл,2023
dfea0768cc6ba51dd20c7224016b0bd7,1a96f20d3e4018a7b2cf426270389fa7,2023,Химийн инженерчлэл,2023
67fe0f66449e31fdafdc3505c37d6acb,c70e26d4a96b99c50918b52aaebb838c,2015,Цөмийн технологи,2023
9a6a1aaafe73c572b7374828b03a1881,f69e75fe7cb81ed9f911734cf3e17dbb,2015,Хүрээлэн буй орчин судлал,2023
337cd73a31464dd4adfc3c5dbc356cd0,f69e75fe7cb81ed9f911734cf3e17dbb,2021,Хүрээлэн буй орчин судлал,2023
95a7e4252fc7bc562a711ef96884a383,827f521e03c151d405964366b960bf84,2015,Статистик,2023
febefe1cc5c87748ea02036dbe9e3d67,d92cabd42ec7d1127f65df5e225d1c6a,2015,Статистик,2023
8ae5780d22688d976ebce9d8fb3db81c,dba1a15152c80694675fc9b8dd8460ca,2015,Ус судлал,2023
107030ca685076c0ed5e054e2c3ed940,d96adaa757e64181611bd4f92c5dda08,2015,Хэрэглээний математик,2023
211b39255232ab59ce78f2e28cd0292b,2026dbcee8d374ae136b682567d7c444,2015,Цаг уур судлал,2023
a89b71bb5227c75d463dd82a03115738,0dd4c73e3836a1e71d90f8683fdcc274,2016,Компьютерын сүлжээ,2023
618b0fffdfdb50766e4d51574bc4e533,c5d35a6b233f0af768059947168a3623,2015,Сэргээгдэх эрчим хүч,2023
28a543c2a9eee8c0d6fbfaff7ca7e224,9d66e888cf31b96f78802713ac547b03,2015,Электроникийн инженерчлэл,2023
9d05c2d955b24bd5d20b1638156ea0ef,7ce773b6a387b469a33b4f74007fca32,2015,"Материал судлал, инженерчлэл",2023
a1b07b8980c5acf5ef69cff16ebb1f42,7ce773b6a387b469a33b4f74007fca32,2021,"Материал судлал, инженерчлэл",2023
b9009beb804fa097c04d226a8ba5102e,bc099e0da6762e47d54cb7273b0a59de,2015,Ойн аж ахуй,2023
9219adc5c42107c4911e249155320648,bc099e0da6762e47d54cb7273b0a59de,2021,Ойн аж ахуй,2023
65173795697c8229dd202ad94e821bab,e95f8a700c24b8988959405697fc026a,2015,Ойн аж ахуй,2023
06563f3b418fe57f8fc331872343ce44,e95f8a700c24b8988959405697fc026a,2021,Ойн аж ахуй,2023
d63c4a5e9b600279c3da776f6113a400,281b5efa92c034f427a73a6fa652f0a3,2023,Эрсдэлийн шинжлэл,2023
2d1ef8f39d2c1590daf9a3737c8a931d,cc827e79182c87132da77f60b9d58d68,2023,Эрсдэлийн шинжлэл,2023
b426b30042abbc15e363cb679bbc937d,b5854f1179f6c22e626b5a16c9b79cbf,2016,Компьютерын ухаан,2023
4275f89744278864da88c2fda68ec4e9,03fc2cf7f8d19a5dc610ba04c68b231e,2016,Мэдээллийн технологи,2023
3b5e2c9be5002e87e0477099db5ff21b,5dff4b804dd825ea754e8d0c55b7af4a,2016,Программ хангамж,2023
7c4121d27bf970f00f1dfdcee8f43a5d,5a7f53b7f3d85ad00fca6369a7f72da4,2015,Био-инженерчлэл,2023
92dfa194391a59dc65b88b704599dbd6,1e5b18f3a9a98a6efe07084267690d47,2015,"Нано шинжлэх ухаан, инженерчлэл",2023
ae06fbdc519bddaa88aa1b24bace4500,4986c1833522566a4e63c3ae17b1713c,2015,Цөмийн технологи,2023
baed9f51d412c2514ee46a0942138ad6,209fd9bc2e529c057ee8ac35921517ed,2015,Ой судлал,2023
82836ca597a373e6c3cd5ae2d466161e,194700b6d1afe7f961c3e64182507111,2015,Хүрээлэн буй орчин судлал,2023
a2232b5b6b17429cdff8ddc2f14ea8c9,194700b6d1afe7f961c3e64182507111,2021,Хүрээлэн буй орчин судлал,2023
64c26b2a2dcf068c49894bd07e0e6389,4e4f71ed76a8101f4aec864d01f64720,2015,Хэрэглээний математик,2023
41a6fd31aa2e75c3c6d427db3d17ea80,37386ceb38ca91067f2636a8498842b8,2015,Цаг уур судлал,2023
4dea382d82666332fb564f2e711cbc71,2af90b305e57ad0df3cac4e2b0a63db7,2018,Электроникийн инженерчлэл,2023
d149231f39b05ae135fa763edb358064,8fea1c662786119d8086e9381fcad3e7,2023,Өгөгдлийн ухаан,2023
5857d68cd9280bc98d079fa912fd6740,da16888c2157b2aa64d9cbaf5f7112c4,2022,Бизнесийн удирдлага,2022
9704a4fc48ae88598dcbdcdf57f3fdef,da16888c2157b2aa64d9cbaf5f7112c4,2023,Бизнесийн удирдлага,2022
de3f712d1a02c5fb481a7a99b0da7fa3,573b4e8d9816551325144fe1ab77c869,2014,Цахилгааны инженер,2022
ba2030d9a88b7db99edb3da67200167c,573b4e8d9816551325144fe1ab77c869,2022,Цахилгааны инженер,2022
130ea938864f051b9a40c85b6a713306,8981abeeeb68562c93225e82d32b16b5,2022,"Багш, физикийн боловсрол",2022
01064f1de9dfcd9d77b14d11beefefd4,8981abeeeb68562c93225e82d32b16b5,2023,"Багш, физикийн боловсрол",2022
926ec030f29f83ce5318754fdb631a33,4162adfc30dbfa7f516ad5e0ee0bd2b0,2022,Уул уурхайн ашиглалтын технологи,2022
543bec10c8325987595fcdc492a525f4,4162adfc30dbfa7f516ad5e0ee0bd2b0,2023,Уул уурхайн ашиглалтын технологи,2022
7e712eefe0de44f5509b2329b9196827,29fb352e9f1e34a7454dbe32c822e071,2014,Барилгын инженер,2022
ae5eb824ef87499f644c3f11a7176157,29fb352e9f1e34a7454dbe32c822e071,2022,Барилгын инженер,2022
f720ec3e5486f090fd382b68e230b435,10e80e722138d6a84cb9519447ece1cc,2022,Нийгмийн эрүүл мэнд,2022
41071a1452b40720449779a233716395,f967583e8993189602373898eb7d4e84,2010,Аялал жуулчлалын менежмент,2022
1ce4fe042832e6bd7d06697a43055373,f967583e8993189602373898eb7d4e84,2014,Аялал жуулчлалын менежмент,2022
297018ebde10e3024ac70a8120a2c82c,f967583e8993189602373898eb7d4e84,2022,Аялал жуулчлалын менежмент,2022
009a5510ad149a8e0c750cb62e255175,2f138b3a7b000b7b08449715f5f07770,2014,Төрийн удирдлага,2022
40cb228987243c91b2dd0b7c9c4a0856,2f138b3a7b000b7b08449715f5f07770,2022,Төрийн удирдлага,2022
20546457187cf3d52ea86538403e47cc,619840089db1f749a8f429b9993a1d45,2014,Эрх зүй,2022
5d78d182fd5f5510588695863d22ac27,619840089db1f749a8f429b9993a1d45,2022,Эрх зүй,2022
04a1bf2d968f1ce381cf1f9184a807a9,619840089db1f749a8f429b9993a1d45,2023,Эрх зүй,2022
2adcefe38fbcd3dcd45908fbab1bf628,0cf707abbad01b429a355ba35a54b0aa,2014,Химийн технологи,2022
768e78024aa8fdb9b8fe87be86f64745,0cf707abbad01b429a355ba35a54b0aa,2022,Химийн технологи,2022
274a10ffa06e434f2a94df765cac6bf4,206fbc3e0f638b2961242876655e7030,2022,Геологи,2022
cf9819df265db90772d487d5b2cd3cf4,206fbc3e0f638b2961242876655e7030,2023,Геологи,2022
4b0a0290ad7df100b77e86839989a75e,6fa30c6cd4bb2e84b9c383620ba73d60,2022,Газар зохион байгуулалт,2022
57e4f98889f96942ec0691d6a5995dad,6fa30c6cd4bb2e84b9c383620ba73d60,2023,Газар зохион байгуулалт,2022
74249bfb363306265299ac4ec44d3cb6,8e4fbf60239b0438bd9e770f7d31449f,2022,Ойн аж ахуй,2022
110209d8fae7417509ba71ad97c17639,8e4fbf60239b0438bd9e770f7d31449f,2023,Ойн аж ахуй,2022
c4616f5a24a66668f11ca4fa80525dc4,5a844ec135bac22da37be0989d1d42b8,2010,Нийгмийн ажил,2022
5e5dd00d770ef3e9154a4257edcb80b8,5a844ec135bac22da37be0989d1d42b8,2014,Нийгмийн ажил,2022
b49d4455d64520060ac01fb5a3c757e4,5a844ec135bac22da37be0989d1d42b8,2022,Нийгмийн ажил,2022
bb1443cc31d7396bf73e7858cea114e1,5a844ec135bac22da37be0989d1d42b8,2023,Нийгмийн ажил,2022
022400dffec5b4477f760ca0e7449d73,f4629aa52773b8c1112bf20329f07c44,2014,Үндэсний язгуур урлаг,2022
7d3e28d14440d6c07f73b7557e3d9602,f4629aa52773b8c1112bf20329f07c44,2022,Үндэсний язгуур урлаг,2022
e6cc48e3a8db9b618592a86a57960164,8b0379aa0385775f44964c24808a2549,2022,Санхүү,2022
e7a0ac723159df05cb1edaa7683e1a53,8b0379aa0385775f44964c24808a2549,2023,Санхүү,2022
1e8eec0db325b87b0f57b5056efd8afb,35db663ce2f2e752ad471f58a59c9b7f,2022,Сэтгэл судлал,2022
e17a886efc21fa45b9dc49a17c29dcf1,35db663ce2f2e752ad471f58a59c9b7f,2023,Сэтгэл судлал,2022
3e9f0fc9b2f89e043bc6233994dfcf76,4ef0c830c7de64511b09ef3f03760c79,2014,"Багш, сургуулийн өмнөх насны боловсрол",2022
05ee45de8d877c3949760a94fa691533,fa2e509f881a68abf36682da79a40365,2014,"Багш, бага ангийн боловсрол",2022
b4f1ec9f4b5c8207f8fc29522efe783d,fa2e509f881a68abf36682da79a40365,2022,"Багш, бага ангийн боловсрол",2022
0c6b6f19684ed9b6ff07575fcf81c98d,edb15a525d495b8c14396a0a4f50c542,2014,"Багш, математикийн боловсрол",2022
923e325e16617477e457f6a468a2d6df,edb15a525d495b8c14396a0a4f50c542,2022,"Багш, математикийн боловсрол",2022
eab0141b79354969d1edd234fbc07422,edb15a525d495b8c14396a0a4f50c542,2023,"Багш, математикийн боловсрол",2022
5ef99d16d1954578b0df2f38b866449b,ebf83b4132cbd6d7a15392b2df96967f,2022,"Багш, мэдээлэл зүйн боловсрол",2022
d3696cfb815ab692407d9362e6f06c28,ebf83b4132cbd6d7a15392b2df96967f,2023,"Багш, мэдээлэл зүйн боловсрол",2022
4db73860ecb5533b5a6c710341d5bbec,7d8711c1737758fb0b11564908217d34,2023,"Багш, химийн боловсрол",2022
606c90a06173d69682feb83037a68fec,c63f9ae0c2f11e9a4cd26f948ee66f4d,2022,"Багш, газар зүйн боловсрол",2022
7cc5ca26d6fbb6db2b134ef07cc68925,c63f9ae0c2f11e9a4cd26f948ee66f4d,2023,"Багш, газар зүйн боловсрол",2022
4dc3ed26a29c9c3df3ec373524377a5b,36c4fd902bdc22de3ffcf9197e42e825,2014,"Багш, нийгмийн ухааны боловсрол",2022
7ea4e7fcdc6aff2777bd594a3754e02a,36c4fd902bdc22de3ffcf9197e42e825,2022,"Багш, нийгмийн ухааны боловсрол",2022
64a7157cf3932bf74755aa3cf586f2ec,30848c2f65fbb2756e8eb33aeefd6b8a,2010,"Багш, монгол хэл-уран зохиолын  боловсрол",2022
ba4002d88b8860b6a684ade8357aba56,30848c2f65fbb2756e8eb33aeefd6b8a,2014,"Багш, монгол хэл-уран зохиолын  боловсрол",2022
78289d91e9c4adcf4e97d6b3d4df6ae0,30848c2f65fbb2756e8eb33aeefd6b8a,2022,"Багш, монгол хэл-уран зохиолын  боловсрол",2022
9a3f263a5e5f63006098a05cd7491997,1e82e3e1980f6e2a6b1da6fac102177f,2022,"Багш, гадаад хэлний боловсрол (Орос)",2022
8e621619d71d0ae5ef4e631ad586334f,1e82e3e1980f6e2a6b1da6fac102177f,2023,"Багш, гадаад хэлний боловсрол (Орос)",2022
2458ab18be2a140a1cfb932dd96f25d6,b6dba7bdd7db1622fb84deeeb5541819,2010,"Багш, гадаад хэлний боловсрол (Англи)",2022
de01d76e793fec3fba32f4401a45fb20,b6dba7bdd7db1622fb84deeeb5541819,2014,"Багш, гадаад хэлний боловсрол (Англи)",2022
2b0aa0d9e30ea3a55fc271ced8364536,b6dba7bdd7db1622fb84deeeb5541819,2022,"Багш, гадаад хэлний боловсрол (Англи)",2022
b43a6403c17870707ca3c44984a2da22,73026ced7e67d4f0cd620dd9a1945765,2014,"Багш, биеийн тамирын боловсрол",2022
2f4ccb0f7a84f335affb418aee08a6df,73026ced7e67d4f0cd620dd9a1945765,2022,"Багш, биеийн тамирын боловсрол",2022
29daf9442f3c0b60642b14c081b4a556,6d58de7c9f02ccb5edcd993080651abc,2014,Гадаад хэлний орчуулга (Хятад),2022
3e441eec3456b703a4fe741005f3981f,6d58de7c9f02ccb5edcd993080651abc,2022,Гадаад хэлний орчуулга (Хятад),2022
d1359f9934ee5a75ed441ffce412a0a1,6d58de7c9f02ccb5edcd993080651abc,2023,Гадаад хэлний орчуулга (Хятад),2022
429e4a44bec547a527df987730b19aab,0d7b24a6554cd7888c38f1855b0aeca7,2010,Нягтлан бодох бүртгэл,2022
1dacb10f0623c67cb7dbb37587d8b38a,0d7b24a6554cd7888c38f1855b0aeca7,2014,Нягтлан бодох бүртгэл,2022
0da474fc8e382f9c6d6d774bb433339a,0d7b24a6554cd7888c38f1855b0aeca7,2022,Нягтлан бодох бүртгэл,2022
46cd618b83bec844b0dc2c7258f4de11,0d7b24a6554cd7888c38f1855b0aeca7,2023,Нягтлан бодох бүртгэл,2022
