Сургалтын_төлөвлөгөөний_дугаар,Хөтөлбөрийн_дугаар,Сургалтын_төлөвлөгөө,Хөтөлбөрийн_нэр,Хөтөлбөр_Батлагдсан_он
a600bd172fcabd688500dac58ebda3a0,f8123b8407cc622dff93448ed6584b31,2014,Байгаль орчныг хамгаалах технологи,2022
7abdfbd11b37a9f822fb1ffefb860a31,f8123b8407cc622dff93448ed6584b31,2022,Байгаль орчныг хамгаалах технологи,2022
c457d7ae48d08a6b84bc0b1b9bd7d474,bf0aa2e00c55722c7975bb0d3aac4f5c,2014,"Багш, урлагийн боловсрол (Дуу хөгжим)",2022
832635d692f57778f906e5563b757187,bf0aa2e00c55722c7975bb0d3aac4f5c,2022,"Багш, урлагийн боловсрол (Дуу хөгжим)",2022
b476828992f393a09339cf6270d30aa8,2239f2e6e49abacd22a866fdbc641b3d,2022,"Багш, сургуулийн өмнөх боловсрол",2022
e531e258fe3098c3bdd707c30a687d73,2239f2e6e49abacd22a866fdbc641b3d,2023,"Багш, сургуулийн өмнөх боловсрол",2022
a35fe7f7fe8217b4369a0af4244d1fca,24c3a2d56c26259d14a19c385c8a467c,2014,"Багш, математикийн боловсрол (Мэдээлэл зүй-Математик)",2022
8a4488c177d9dc8c3da7c745c89ca214,24c3a2d56c26259d14a19c385c8a467c,2022,"Багш, математикийн боловсрол (Мэдээлэл зүй-Математик)",2022
03b264c595403666634ac75d828439bc,6de39eb8bea0e80dd11ba1f2e901b10c,2014,"Багш, гадаад хэлний боловсрол (Орос-Англи хэл)",2022
487129304eca93e3646dd0c7dd441bf5,6de39eb8bea0e80dd11ba1f2e901b10c,2022,"Багш, гадаад хэлний боловсрол (Орос-Англи хэл)",2022
240ac9371ec2671ae99847c3ae2e6384,81aeb52063bce2cb20ee99422cce9de1,2022,Эрх зүй,2022
3202111cf90e7c816a472aaceb72b0df,9f2622f30bb635e51309bd1b813dd070,2022,"Багш, гадаад хэлний боловсрол (Англи)",2022
07e87c2f4fc7f7c96116d8e2a92790f5,9f2622f30bb635e51309bd1b813dd070,2023,"Багш, гадаад хэлний боловсрол (Англи)",2022
1d6408264d31d453d556c60fe7d0459e,9f5d359e9e6d88432fe37769585c1e49,2010,"Багш, байгалийн ухааны боловсрол (Биологи)",2022
034260c0426cf36118803ce0df4457fd,9f5d359e9e6d88432fe37769585c1e49,2014,"Багш, байгалийн ухааны боловсрол (Биологи)",2022
23fa71cc32babb7b91130824466d25a5,9f5d359e9e6d88432fe37769585c1e49,2022,"Багш, байгалийн ухааны боловсрол (Биологи)",2022
351869bde8b9d6ad1e3090bd173f600d,796a97560e36061c819186d460f5d2e4,2022,ХС-ийн иргэнд зориулсан сургалт,2022
bf8dd8c68d02e161c28dc9ea139d4784,f26c1ed3b5877c96896c7c675d4b438e,2022,Монгол хэлний бэлтгэл,2022
e140dbab44e01e699491a59c9978b924,9cb360b5c45987ebcce77e60f1b2d9fc,2010,"Багш, байгалийн ухааны боловсрол (Хими)",2022
49856ed476ad01fcff881d57e161d73f,9cb360b5c45987ebcce77e60f1b2d9fc,2014,"Багш, байгалийн ухааны боловсрол (Хими)",2022
c5ab6cebaca97f7171139e4d414ff5a6,9cb360b5c45987ebcce77e60f1b2d9fc,2022,"Багш, байгалийн ухааны боловсрол (Хими)",2022
e36258b3c74f08054a974a5fe1703f9c,8cc94a5fd6239630884fc9b4502f26a6,2022,Төрийн захиргааны менежмент,2022
f02208a057804ee16ac72ff4d3cec53b,22cfd02068062b34beca9f28936c0855,2022,Боловсрол судлал,2022
853c68de7253cdd55dc37be410a45c60,72ded7ce239016a7017ade68a1544818,2022,Боловсрол судлал,2022
cceff8faa855336ad53b3325914caea2,b2bcdc68263a70199680beee3dd99e9c,2022,"Гадаад хэл, шинжлэл",2022
99064ba6631e279d4a74622df99657d6,ca93a9c2dba9954dd32908cc0f997a0f,2022,"Гадаад хэл, шинжлэл",2022
3ec27c2cff04bc5fd2586ca36c62044e,09fc2175d3cec65ed3c60146ae8e61d9,2022,Түүх,2022
0e79548081b4bd0df3c77c5ba2c23289,753c029789cf9cc05c179f9f42aeb021,2022,Түүх,2022
d903e9608cfbf08910611e4346a0ba44,4f09c312e7e367ccab125c842d72e08b,2022,Биологи,2022
6fbd841e2e4b2938351a4f9b68f12e6b,b98696d466dd8fa8b1b3bfb4b482dda8,2022,Биологи,2022
58155fc7f528a19b9fc3599b65047290,b18e859ce08161170f5eb72ea4cc9a1b,2022,Химийн инженерчлэл,2022
a19744e268754fb0148b017647355b7b,99258a3a43ac459a4c290a470f863529,2022,Гадаад хэлний орчуулга (Англи),2022
c9319967c038f9b923068dabdf60cfe3,9f62b5b7b2448c09b0711b098c2f47e2,2022,"Багш, дүрслэх урлагийн боловсрол",2022
4ff6fa96179cdc2838e8d8ce64cd10a7,9f62b5b7b2448c09b0711b098c2f47e2,2023,"Багш, дүрслэх урлагийн боловсрол",2022
fb642b781020b2aaeb1a7cee29acc915,05bd28b68f5f12fb258137068b56d1cf,2022,Аялал жуулчлал,2022
01daa090f0d5693d97c90755a54fa204,05bd28b68f5f12fb258137068b56d1cf,2023,Аялал жуулчлал,2022
b3dd760eb02d2e669c604f6b2f1e803f,4a0167935441b7011966dbcd0c87667e,2023,Барилгын инженерчлэл,2022
19d19f93a4200dca6148155b8ccc0afd,12304d1fc6414d8ac7fba2564c4dc041,2022,Хүрээлэн буй орчны инженерчлэл,2022
9b523b0c92185f39a0da77a82c51b46a,a55299614d2b7df3ec284f44035ec448,2022,Цахилгааны инженер,2022
6b5ce5a5aa1b506c66ece16c4cd9138d,a55299614d2b7df3ec284f44035ec448,2023,Цахилгааны инженер,2022
cb8a08a240f3ea7c99b220d24f54f477,36cd07ed29bda0b1e2f59051548dd49c,2022,Нийгмийн эрүүл мэнд,2022
c4098249cc953bd98b54e57a1ad89d12,36cd07ed29bda0b1e2f59051548dd49c,2023,Нийгмийн эрүүл мэнд,2022
9d03333181fb0f6bd495e8b157259880,9728db5ca8a63788b578caf097a70ea2,2014,Нийтийн удирдлага,2022
ca6ab34959489659f8c3776aaf1f8efd,9728db5ca8a63788b578caf097a70ea2,2023,Нийтийн удирдлага,2022
44ba1d022ff64c3e9281781b13d0eef9,104e2af68521aa8dc3cea1558f5377c2,2023,"Багш, бага боловсрол",2022
84d5711e9bf5547001b765878e7b0157,7b5eb8178c04505c5db8a6cd791e6a76,2022,"Багш, хөгжмийн боловсрол",2022
ceb0595112db2513b9325a85761b7310,7b5eb8178c04505c5db8a6cd791e6a76,2023,"Багш, хөгжмийн боловсрол",2022
c6c61abda705fbc0728c076d60ed74b8,34c790d66de8413a497f1f7be31c37fb,2022,"Багш, монгол хэл, уран зохиолын  боловсрол",2022
07dbd9a180c7cc69cada7b982c5ae82c,34c790d66de8413a497f1f7be31c37fb,2023,"Багш, монгол хэл, уран зохиолын  боловсрол",2022
3891b14b5d8cce2fdd8dcdb4ded28f6d,ea5c2a78fb170edf2f8214b5503f93a1,2023,"Багш, биеийн тамирын боловсрол",2022
eb30fa42eeb3bf429cb7e3a3d7061b3b,8666b84db6eaec8f2ce412dd5d5c2018,2022,"Багш, нийгмийн ухааны боловсрол",2022
88fcf48a99a38a0ffb078d0d5762dc1b,8666b84db6eaec8f2ce412dd5d5c2018,2023,"Багш, нийгмийн ухааны боловсрол",2022
9c22c0b51b3202246463e986c7e205df,8e273352807ee6c1810736cc34ca2810,2022,"Багш, биологийн боловсрол",2022
609c5e5089a9aa967232aba2a4d03114,8e273352807ee6c1810736cc34ca2810,2023,"Багш, биологийн боловсрол",2022
d814f4e3dcf9e6f473e213232b9ba115,17c8c70fc1dfcded14f9265086c2b591,2022,"Багш, дизайн зураг зүйн боловсрол",2022
d3e2e8f631bd9336ed25b8162aef8782,17c8c70fc1dfcded14f9265086c2b591,2023,"Багш, дизайн зураг зүйн боловсрол",2022
8c4f839b287d8a4d311eeaad4f8ceb97,1babee5022e083c770716172a9af5e49,2022,"Багш, дизайн технологийн боловсрол",2022
ddb1b62e0c8c0b8b020fb2a35cee6494,1babee5022e083c770716172a9af5e49,2023,"Багш, дизайн технологийн боловсрол",2022
8819159f9246232ed1299a7414448ab4,de44ac2a90a387bacfc3ea89fa2284f2,2022,Нягтлан бодох бүртгэл,2023
3dde889723e33ace6af907cd5cc8e187,551cd16b94ff96675a41062534e9db50,2014,"Багш, урлагийн боловсрол (Дүрслэх урлаг, дизайн)",2022
1a3650aedfdd3a21444047ed2d89458f,551cd16b94ff96675a41062534e9db50,2022,"Багш, урлагийн боловсрол (Дүрслэх урлаг, дизайн)",2022
36fa3ecc0b2d2bfe0bec0f2b369f24db,5d4e4a9f495d62f9e2e7002e2216a97a,2022,"Багш, урлагийн боловсрол (Дүрслэх урлаг, дизайн) Хөрвөх",2022
f968fdc88852a4a3a27a81fe3f57bfc5,9c31d15958e8c26b8c815d64e5e82504,2022,"Багш, байгалийн ухааны боловсрол (Газарзүй)",2022
6018df1842f7130f1b85a6f8e911b96b,72e689a21f1de543244a993209673af3,2022,"Багш, нийгмийн ухааны боловсрол (1 жил)",2022
543e83748234f7cbab21aa0ade66565f,20061e31c0f4e7981fa48765cb5e8874,2023,Программ хангамж,2023
497476fe61816251905e8baafdf54c23,367a5c5ccd4ed4bd5b7e41268d32c136,2023,Химийн боловсруулалтын технологи,2023
3ab6be46e1d6b21d59a3c3a0b9d0f6ef,456599e7bee008bd332ee9aea19d0eaf,2023,Гадаад хэлний орчуулга (Англи),2023
7fbe9c04f99dbfbc738ae9079740a314,77d2874a7644ecef6b2d090a7ec0325a,2023,Экологи,2023
c7b3f097f4810cbb3c4b18c09ab893bc,fa1ee44f72b76bc1c8436356390b5864,2023,Үндэсний язгуур урлаг,2023
3465ab6e0c21086020e382f09a482ced,3aecdfe32c8215179bfd5df733b04d33,2023,Биологи,2023
b8b12f949378552c21f28deff8ba8eb6,973376494943d73af9b32eeb1511ecdf,2023,Биологи,2023
4feb2371a1843d099b28dd419dbab1ef,ffc0452bfe8d6b71bc0d1591df3d3378,2023,Хими,2023
bbc12a3a98d8487f58a87d3a3070516e,1be14342224e79aac3962ae36bc72848,2023,Хими,2023
4b7a55505729b7f664e7222960e9c2d5,e813c10b1a7ad0b314fb4c11adecdbe0,2023,Газарзүй,2023
d156d4836ea87dd732cfda175b7911cb,8273a269ee854178df92eb928c13683f,2023,Газарзүй,2023
f6a8dd1c954c8506aadc764cc32b895e,5e1a06eb0d6788ac0b3c3aac207dd66f,2023,Физик,2023
7e448ed9dd44e6e22442dac8e21856ae,3a90abfbd16671428c117c51d263f596,2023,Физик,2023
7a5200e5e9b3a893e1c2b0ccba7dd72f,eb3d61a68accb4423ef92e3a471838a2,2023,Экологи,2023
cff34ad343b069ea6920464ad17d4bcf,47588ec42365e834456f6be31ee67753,2023,Экологи,2023
cfd2b32e4caf5678c34b631f56c03686,9d413308fb6e5915bcecfbb75f8d87fb,2023,Математикийн боловсрол,2023
89abe98de6071178edb1b28901a8f459,6c8be634a6fcb28d32fba1abbb4c9145,2023,Математикийн боловсрол,2023
ca7be8306ecc3f5fa30ff2c41e64fa7b,8cedbd8e19192e4ade5583caabb2a407,2023,Түүх,2023
7d3d5bcad324d3edc08e40738e663554,34da7f76e5eae1453afb3fd1db189794,2023,Түүх,2023
294a8ed24b1ad22ec2e7efea049b8737,2263f9080c1524a696b3590f24d2b0c7,2023,Хэл шинжлэл,2023
8e2c381d4dd04f1c55093f22c59c3a08,65109b129f94434058f2fdec7e39cdf4,2023,Хэл шинжлэл,2023
cf9dc5e4e194fc21f397b4cac9cc3ae9,d328020a0f620449e165edd482396494,2023,Утга зохиол судлал,2023
634841a6831464b64c072c8510c7f35c,8691d36b72fb9959b21b423e9aa44ae5,2023,Утга зохиол судлал,2023
6157966f9b9e2f35d2266675bad8b7f8,fd4f438142472ccde1850ff1667ee128,2023,"Гадаад хэл, шинжлэл",2023
51425b752a0b402ed3effc83fc4bbb74,2a925e787f551e9706e4936fd8ecc3df,2023,"Гадаад хэл, шинжлэл",2023
77431ca7981f1f1483ae8a58bcbb6e0e,4c16aed80fbbbda39e07adfac2ab59f6,2023,Боловсрол судлал,2023
a32d7eeaae19821fd9ce317f3ce952a7,8535a59d32c66c3b86c6d1a6b25d7f96,2023,Боловсрол судлал,2023
967edfdcdfbcc3b2d253fac24326e5b5,34829b90d80174fb9098f1c5e3b69b29,2023,Бизнесийн удирдлага,2023
f0efb5f6cb4ce54821a9c5c6e1dff052,e1d3735b720f4a9e45b8f86186008e89,2023,Бизнесийн удирдлага,2023
8763d72bba4a7ade23f9ae1f09f4efc7,68ad94954a68daa7634be8cc860036f3,2023,Төрийн захиргаа,2023
05b0afd266cc205432b8dad3f3413c28,8acea368ac6b4f2c854d35c5b676f3ca,2023,Төрийн захиргаа,2023
9ec51f6eb240fb631a35864e13737bca,a6efb54290fee496e0feed42177cfffb,2023,Боловсрол судлал,2023
81cacbb44ce8bf874ef92e1a73432c7f,3fd92abd465ab3438bf9ffb04a0e5f71,2023,Түүх,2023
d384dec9f5f7a64a36b5c8f03b8a6d92,3d4590f03057721b0892b3bf07f5ca22,2023,Утга зохиол судлал,2023
1819020b02e926785cf3be594d957696,22837b2e0b1480cdc21bd5704bfa4258,2023,Биологи,2023
9715d04413f296eaf3c30c47cec3daa6,802e3c49123fe08a703e53d90ad25a9a,2023,Хими,2023
8b10a9280bd46b8874af9b5cadec91d5,2bb0127efd4f37a9019ba8f51d9fbe1d,2023,Газарзүй,2023
f1ababf130ee6a25f12da7478af8f1ac,6f143015e2c53b6770d8db99c5f59c4a,2017,"Багш, сургуулийн өмнөх насны боловсрол",2022
f5e647292cc4e1064968ca62bebe7e47,6f143015e2c53b6770d8db99c5f59c4a,2022,"Багш, сургуулийн өмнөх насны боловсрол",2022
43b9787b8a0cd00a8115c14b2b7c3a27,672ad91c566570805a137d3e08908ea9,2017,"Багш, бага ангийн боловсрол",2022
a34e1ddbb4d329167f50992ba59fe45a,672ad91c566570805a137d3e08908ea9,2022,"Багш, бага ангийн боловсрол",2022
edc27f139c3b4e4bb29d1cdbc45663f9,36d0c1dc026abdf286f615bb1988715c,2014,"Багш, монгол хэл-уран зохиолын боловсрол",2022
13bf4a96378f3854bcd9792d132eff9f,36d0c1dc026abdf286f615bb1988715c,2017,"Багш, монгол хэл-уран зохиолын боловсрол",2022
a9c397afa342c368ba24e7620ee41a94,36d0c1dc026abdf286f615bb1988715c,2022,"Багш, монгол хэл-уран зохиолын боловсрол",2022
945e01e4dfc83449d9edc77e001e2c0c,05933c4414d136c29360346f082c0c33,2017,"Багш, биеийн тамирын боловсрол",2022
cf040fc71060367913e81ac1eb050aea,634361a472c6fc8a9352da528f5fe67f,2017,Бизнесийн удирдлага,2022
0678ca2eae02d542cc931e81b74de122,634361a472c6fc8a9352da528f5fe67f,2023,Бизнесийн удирдлага,2022
77bdfcff53815626ecab7f6a1454f007,3ed12f7904e63afa42d86ba1406676fe,2017,"Багш, гадаад хэлний боловсрол (Англи)",2022
246a3c5544feb054f3ea718f61adfa16,4e9de71290a9b7c862a0bdc0dd0ecab2,2016,"Багш, байгалийн ухааны боловсрол (Физик)",2022
aa108f56a10e75c1f20f27723ecac85f,4e9de71290a9b7c862a0bdc0dd0ecab2,2017,"Багш, байгалийн ухааны боловсрол (Физик)",2022
c133fb1bb634af68c5088f3438848bfd,b8ba717b36a4cc2f6ab8d43800258c6b,2017,"Багш, математикийн боловсрол",2022
1b9e43c170cd3fc59624a18663b8d4d2,b8ba717b36a4cc2f6ab8d43800258c6b,2023,"Багш, математикийн боловсрол",2022
6c35083f355f10ab32ebed269a58169e,dbf33dcf426407302ff5887b1e410856,2017,"Багш, мэдээлэл зүйн боловсрол",2022
c90070e1f03e982448983975a0f52d57,3e2687496eb73575fcc198e38092ccf0,2014,Гадаад хэлний орчуулга (Хятад),2022
c8da655dbb57d68ec776f214a7908b6d,3e2687496eb73575fcc198e38092ccf0,2017,Гадаад хэлний орчуулга (Хятад),2022
8164d892d7aea8f1875df07f4d82ffd0,3e2687496eb73575fcc198e38092ccf0,2020,Гадаад хэлний орчуулга (Хятад),2022
bf764716fe1a58cb07f8a377ec25c16d,3e2687496eb73575fcc198e38092ccf0,2023,Гадаад хэлний орчуулга (Хятад),2022
1f8fe28e9283d7b5300af087a298f200,37e755e28c4b2d3d171de4bddbf40b4b,2017,Газрын тосны инженер,2022
001ab2fa029c064a45e41f8b2644a292,37e755e28c4b2d3d171de4bddbf40b4b,2022,Газрын тосны инженер,2022
6dff2291fe2e822de2e8068a182c4759,2f22d657ec9b5ca752090cdd0027d71e,2015,Нийгмийн ажил,2022
b9cfe8b6042cf759dc4c0cccb27a6737,2f22d657ec9b5ca752090cdd0027d71e,2017,Нийгмийн ажил,2022
23451391cd1399019fa0421129066bc6,2f22d657ec9b5ca752090cdd0027d71e,2023,Нийгмийн ажил,2022
48653af2e798bc96b6ef0b76d8a02139,fc47314741cfc38b3de2164033c1c786,2014,Нягтлан бодох бүртгэл,2022
fc146be0b230d7e0a92e66a6114b840d,fc47314741cfc38b3de2164033c1c786,2017,Нягтлан бодох бүртгэл,2022
a08e32d2f9a8b78894d964ec7fd4172e,fc47314741cfc38b3de2164033c1c786,2022,Нягтлан бодох бүртгэл,2022
0cd6a40ae578078bc72e5310df41e918,fc47314741cfc38b3de2164033c1c786,2023,Нягтлан бодох бүртгэл,2022
769c3bce651ce5feaa01ce3b75986420,6fc832f5439f2dde8a2242be3131cd74,2022,Аялал жуулчлал,2022
b62d343d76d2ab4e2d65e547b0f4c75c,6fc832f5439f2dde8a2242be3131cd74,2023,Аялал жуулчлал,2022
522e1ea43810e90242942ccc0995dae1,9d91775532fbde15790c0f5235eedd36,2022,Түүх,2022
90610aa0e24f63ec6d2637e06f9b9af2,9d91775532fbde15790c0f5235eedd36,2023,Түүх,2022
0e4ceef65add6cf21c0f3f9da53b71c0,4c9f02490ad8426eb76aef85261c716f,2022,Ашигт малтмалын баяжуулалтын технологи,2022
56dc0997d871e9177069bb472574eb29,4c9f02490ad8426eb76aef85261c716f,2023,Ашигт малтмалын баяжуулалтын технологи,2022
457ded6f20b28feb21b9bca73c498671,53253f23d1aa8810f25b325539844cd4,2022,Цаг уур судлал,2022
6fe43269967adbb64ec6149852b5cc3e,50b28ef9509540be567e27a678989531,2014,Сэтгэл судлал,2022
43975bc2dfc84641a2a8c4d3fe653176,50b28ef9509540be567e27a678989531,2022,Сэтгэл судлал,2022
484a231d05ee0b8331980daf4c1749fb,50b28ef9509540be567e27a678989531,2023,Сэтгэл судлал,2022
81bc798a42a7ce40810bf523f24deee1,033b6d5081e9ff6ec3df3cfdb86fa93f,2014,Мэдээллийн технологи,2022
785ca71d2c85e3f3774baaf438c5c6eb,033b6d5081e9ff6ec3df3cfdb86fa93f,2017,Мэдээллийн технологи,2022
c778a2d8bf30ef1d3c2d6bc5696defad,033b6d5081e9ff6ec3df3cfdb86fa93f,2023,Мэдээллийн технологи,2022
169582a799e5b6c46fdfd432379f60d8,075a729e6e2345e8ff3045fc32895039,2014,Бизнесийн удирдлага,2022
e4a86b0d7bf4c46d7d550a92b0b2fcae,075a729e6e2345e8ff3045fc32895039,2022,Бизнесийн удирдлага,2022
fa7518562603d5c4a7ad69e2e5726f5f,d046a6bca3326c2c200d4c539f5757c7,2020,Боловсрол судлал,2022
76b7a3a5cf67f3c4fcde3a8b39dab7be,d046a6bca3326c2c200d4c539f5757c7,2022,Боловсрол судлал,2022
79e785d63f00348ff360d5a86528580b,1c6b85b2cba3a3868a39f39f48f655da,2014,Төрийн захиргааны менежмент,2022
cf8c9be2a4508a24ae92c9d3d379131d,1c6b85b2cba3a3868a39f39f48f655da,2022,Төрийн захиргааны менежмент,2022
427e3427c5f38a41bb9cb26525b22fba,9a9a4b3c0e0c3f08394416a509025cf1,2022,Боловсрол судлал,2022
50d2d2262762648589b1943078712aa6,0604e457c8c4608290c510d04ffc1f3c,2022,Бизнесийн удирдлага,2022
290ff0feb094e836744d3e2403d993fd,8646f0ee1fec1c9a1f2892dcdcb3f784,2017,"Багш, урлагийн боловсрол (Дуу хөгжим)",2022
a48251d4c143adf4d4b657d5d82ee0ee,8646f0ee1fec1c9a1f2892dcdcb3f784,2022,"Багш, урлагийн боловсрол (Дуу хөгжим)",2022
bf40f0ab4e5e63171dd16036913ae828,779fa5132ffdae542654e88b9a7f71c1,2017,"Багш, урлагийн боловсрол (Дүрслэх урлаг, дизайн)",2022
d4b5b5c16df28e61124e13181db7774c,9d3705307e6dc05f1b341f97c3cb28ab,2022,"Багш, урлагийн боловсрол (Дизайн зураг зүй) (5 жил)",2022
b3848d61bbbc6207c6668a8a9e2730ed,0c50c6a14b4d693791d5e4f0c4e2b451,2022,ДС-ийн иргэнд зориулсан сургалт,2022
59b1deff341edb0b76ace57820cef237,d072731eb932c8a6d6c5cd7b0a7875d1,2020,Боловсрол судлал,2022
ba6d843eb4251a4526ce65d1807a9309,d072731eb932c8a6d6c5cd7b0a7875d1,2022,Боловсрол судлал,2022
8726bb30dc7ce15023daa8ff8402bcfd,0ac320fb8b482161e48fa9ffc626a78a,2014,Бизнесийн удирдлага,2022
878a0658e652765c4979dba411787e43,0ac320fb8b482161e48fa9ffc626a78a,2022,Бизнесийн удирдлага,2022
ae0e08163d22befd4635f47bef1b6e3f,c0b4e11f23ac38942073bb9776580fb4,2014,Төрийн захиргааны менежмент,2022
2afc4dfb14e55c6face649a1d0c1025b,c0b4e11f23ac38942073bb9776580fb4,2022,Төрийн захиргааны менежмент,2022
4ffb0d2ba92f664c2281970110a2e071,27344638a3dd58d03dd19de5bf653db9,2022,Боловсролын удирдлага,2022
037a595e6f4f0576a9efe43154d71c18,9ecc8b67a181c349e65749a1c5eb34c0,2017,"Багш, мэдээлэл зүйн боловсрол",2022
2a10665525774fa2501c2c8c4985ce61,9ecc8b67a181c349e65749a1c5eb34c0,2023,"Багш, мэдээлэл зүйн боловсрол",2022
1f5069142727648138a54524b5beeb58,29b5332d66f7a66a1379c9c489b6edad,2017,"Багш, бага ангийн боловсрол (5 жил)",2022
a5fdfa672284da6bf4f4326e2b3698bd,29b5332d66f7a66a1379c9c489b6edad,2022,"Багш, бага ангийн боловсрол (5 жил)",2022
5516adb142fcb18a017c72602abbdb6d,effbeed32b7ec038fd13297c8ca724c4,2020,"Багш, сургуулийн өмнөх насны боловсрол",2022
aab11087c24981eb0e03846792ff5718,effbeed32b7ec038fd13297c8ca724c4,2022,"Багш, сургуулийн өмнөх насны боловсрол",2022
7417744a2bac776fabe5a09b21c707a2,724a9baee51c894be059ef78e29ccc43,2016,Нягтлан бодох бүртгэл,2022
a1c3ae6c49a89d92aef2d423dadb477f,724a9baee51c894be059ef78e29ccc43,2022,Нягтлан бодох бүртгэл,2022
37f65c068b7723cd7809ee2d31d7861c,eb76c1d4053ae2ba28b0c74fc3d7c312,2022,"Багш, математикийн боловсрол",2022
70f250e2d762fbde8a2e70eabf6eb953,ee7402004168e4450525a3efb2ab6490,2022,"Багш, монгол хэл-уран зохиолын боловсрол (5 жил)",2022
81374713d991042a0e18865aa693cc24,2ea60b95cd82ccabc66afdcb8ade582a,2022,"Багш, байгалийн ухааны боловсрол (Физик)",2022
c831e9b5f6c9bab6b23c26c2dab2a29c,b48a383c0548d7f9b72e2607f26e91d4,2022,"Багш, насан туршийн боловсрол",2022
4fbe073f17f161810fdf3dab1307b30f,7ec23d4634676a06c27c9b0dea04f3db,2016,Нийгмийн ажил (5 жил),2022
4928e7510f45da6575b04a28519c09ed,7ec23d4634676a06c27c9b0dea04f3db,2022,Нийгмийн ажил (5 жил),2022
15212f24321aa2c3dc8e9acf820f3c15,79a05df4bc80932631c33c4ead8aa28a,2022,Гадаад хэлний орчуулга (Хятад),2022
c64a9829fa4638ff5de86330dd227e35,42a328d0cd5177db9d0dd06c418deced,2020,"Багш, гадаад хэлний боловсрол (Англи)",2022
6aadca7bd86c4743e6724f9607256126,9abe44d1f4dc89138b0c9b056bffcb72,2022,"Багш, урлагийн боловсрол (Дизайн зураг зүй)",2022
0ebb145bdffd37c6947bd60c251df1ba,904a609de48fb5fe162e1a46d0a6703a,2022,Дулааны цахилгаан станцын инженерчлэл,2022
717729ce391c20ef3e722c3e6ef79a58,dd9687d7b9107d939a929eca404f6fe8,2022,"Хоол зүй, шим судлал",2022
8f1fa0193ca2b5d2fa0695827d8270e9,515a93c76d45512d5f937649a1a47b2e,2022,Хүрээлэн буй орчны хяналт үнэлгээ,2022
482db0ecc10b8a9984ae850c9ada9899,2add30dcf2a29a77e187b477af6489a9,2022,Цахилгааны инженер,2022
4a3050ae2c77da4f9c90e2e58e8e520f,a6d5d3cc52c6572c5e2303d01d4cadae,2022,"Багш, дизайн зураг зүйн боловсрол",2022
03227b950778ab86436ff79fe975b596,a6d5d3cc52c6572c5e2303d01d4cadae,2023,"Багш, дизайн зураг зүйн боловсрол",2022
26c0a195973b46ba52a013c89dd82315,31bf182a4fd75fd866f794d957110e6a,2022,"Багш, дүрслэх урлагийн боловсрол",2022
6740526b78c0b230e41ae61d8ca07cf5,31bf182a4fd75fd866f794d957110e6a,2023,"Багш, дүрслэх урлагийн боловсрол",2022
47698c15fb83a1e5bb1400accbb17f82,28a9e824a744283887d234f0e0d644c9,2017,"Багш, физикийн боловсрол",2022
ab013ca67cf2d50796b0c11d1b8bc95d,28a9e824a744283887d234f0e0d644c9,2023,"Багш, физикийн боловсрол",2022
717d8b3d60d9eea997b35b02b6a4e867,93dfd0de5184b740e1624e32cd4427c5,2022,"Багш, бага боловсрол",2022
8466a2b43729c29dcd7cc0fdfa1a9e7a,93dfd0de5184b740e1624e32cd4427c5,2023,"Багш, бага боловсрол",2022
876e1c59023b1a0e95808168e1a8ff89,7be47dee2cb10344cb59ca91041c5aca,2022,"Багш, биеийн тамирын боловсрол",2022
49265d2447bc3bbfe9e76306ce40a31f,7be47dee2cb10344cb59ca91041c5aca,2023,"Багш, биеийн тамирын боловсрол",2022
5a4be1fa34e62bb8a6ec6b91d2462f5a,d4d61ff9d56516720a758b5a7a99bbe6,2022,"Багш, гадаад хэлний боловсрол (Англи)",2022
faefec47428cf9a2f0875ba9c2042a81,d4d61ff9d56516720a758b5a7a99bbe6,2023,"Багш, гадаад хэлний боловсрол (Англи)",2022
18a411989b47ed75a60ac69d9da05aa5,354f755db6463ae86872da3fa04cfa7d,2022,"Багш, монгол хэл, уран зохиолын боловсрол",2022
effffa8deef3c927fefc014850129bb6,354f755db6463ae86872da3fa04cfa7d,2023,"Багш, монгол хэл, уран зохиолын боловсрол",2022
2dfe1946b3003933b7f8ddd71f24dbb1,4cafce90f5f8564e935570ea74b1e2ae,2022,"Багш, сургуулийн өмнөх боловсрол",2022
4e5046fc8d6a97d18a5f54beaed54dea,4cafce90f5f8564e935570ea74b1e2ae,2023,"Багш, сургуулийн өмнөх боловсрол",2022
265eceb6d4d961057f1b483a558e2885,b93fa5383e50d90d70fc8af857f2e0d7,2022,"Багш, хөгжмийн боловсрол",2022
7836009139c4eb3d39d4d31978994c2a,b93fa5383e50d90d70fc8af857f2e0d7,2023,"Багш, хөгжмийн боловсрол",2022
08fc80de8121419136e443a70489c123,c4eece7b56f7e8a79d3d84c092ffcc49,2020,"Багш, монгол хэл-уран зохиолын боловсрол",2022
9161ab7a1b61012c4c303f10b4c16b2c,c4eece7b56f7e8a79d3d84c092ffcc49,2022,"Багш, монгол хэл-уран зохиолын боловсрол",2022
75f266633433d20abf6c1a13d97e7491,87db0eff87ed0e75983860ac020c198f,2017,"Багш, сургуулийн өмнөх насны боловсрол (5 жил)",2022
6f8caa0e6413027cb7a12f945151cb8d,87db0eff87ed0e75983860ac020c198f,2022,"Багш, сургуулийн өмнөх насны боловсрол (5 жил)",2022
